epoch,train_loss,val_loss,val_mse,val_mse_original,loss_main,loss_smoothness,loss_aux,lr,grad_norm,epoch_time
0,0.745266190376775,0.7030264660716057,2.04645037651062,165640.18115234375,0.7294963916827892,0.0,1.576980368844394,1.4999999999999999e-05,0.869079682333716,20.744901657104492
1,0.6695247148645336,0.6639763712882996,1.885068491101265,151019.61181640625,0.653986358950878,0.0,1.5538353837769607,2.9999999999999997e-05,0.48440122964053317,20.590070962905884
2,0.650560435036133,0.6356389597058296,1.772806003689766,136083.0126953125,0.6351806649873997,0.0,1.5379764992615272,4.4999999999999996e-05,0.5855710187862659,20.58478856086731
3,0.627405917850034,0.6123996041715145,1.7069512456655502,106696.630859375,0.6121953946763071,0.0,1.5210524304159756,5.9999999999999995e-05,0.7167231558725752,20.59365153312683
4,0.6064248763281723,0.5899194628000259,1.614470213651657,104054.865234375,0.5913800067942718,0.0,1.5044871835873044,7.5e-05,0.9106189824383835,20.58256959915161
5,0.5859422750514129,0.5622691474854946,1.5267389416694641,89239.21875,0.5711811488044674,0.0,1.4761127932318325,8.999999999999999e-05,0.8958246343094727,20.570907831192017
6,0.5702120158179053,0.5460462644696236,1.4685787484049797,75547.31518554688,0.5558139270749586,0.0,1.43980866259542,0.00010499999999999999,0.975582569323737,20.612120866775513
7,0.5500974583214727,0.5414382591843605,1.4440958723425865,73230.70263671875,0.5361588109156181,0.0,1.3938648412967551,0.00011999999999999999,1.0035128413603223,20.647133111953735
8,0.5418401920589907,0.5309294536709785,1.410545952618122,78382.0478515625,0.5282215527419386,0.0,1.3618644496490215,0.000135,1.0682627389143253,20.626311779022217
9,0.5276687679619625,0.5169635154306889,1.3754324689507484,58544.95263671875,0.514261547347595,0.0,1.3407220840454102,0.00015,0.9557831888568813,20.642830848693848
10,0.5199422543418819,0.5395119711756706,1.4620046019554138,58464.419921875,0.5067478742065101,0.0,1.319437762786602,0.000165,1.106340069709153,20.64788269996643
11,0.517611218937512,0.5189004391431808,1.3991156443953514,59991.890625,0.5045551082183575,0.0,1.3056110390301408,0.00017999999999999998,1.06850940811223,20.634422302246094
12,0.5128823919542904,0.5177360102534294,1.3677248656749725,57812.08154296875,0.49988794172632284,0.0,1.2994449282514637,0.000195,1.0792521546626914,20.650972843170166
13,0.5026384535534628,0.5258272737264633,1.4009206295013428,55363.1865234375,0.48983417502765,0.0,1.280427887521941,0.00020999999999999998,1.0490304020972088,20.638333559036255
14,0.49164436500647973,0.4999459572136402,1.3220255002379417,52013.12353515625,0.47892305203552904,0.0,1.2721314707706715,0.000225,0.951436619820266,20.63671565055847
15,0.49166932856214457,0.5084853656589985,1.3316292762756348,54207.384765625,0.4790303064831372,0.0,1.2639020897191147,0.00023999999999999998,1.01297223465196,20.656660079956055
16,0.4899634909013222,0.5184583403170109,1.3789094537496567,54050.72314453125,0.4773902255913307,0.0,1.2573262781932437,0.00025499999999999996,1.1586002450564812,20.651282787322998
17,0.48188460284265977,0.5041742064058781,1.3370571285486221,52627.93896484375,0.4692886173725128,0.0,1.2595986949986424,0.00027,0.9710166176845287,20.645600080490112
18,0.4742409663981405,0.5164165422320366,1.3669898360967636,53743.822265625,0.46173221438095485,0.0,1.2508751770545696,0.000285,1.1064321265138428,20.655309677124023
19,0.4676779493175704,0.5404970422387123,1.4343507289886475,57226.38671875,0.45530014099745914,0.0,1.2377807682958142,0.0003,0.9624221278675671,20.654642581939697
20,0.4501550171909661,0.5312433838844299,1.4360688924789429,55030.76611328125,0.43779554911728563,0.0,1.2359468289490403,0.0002999771542734587,0.9470009875708613,20.647234201431274
21,0.44819334252127285,0.5343624949455261,1.4140555709600449,58480.4521484375,0.4358950026076415,0.0,1.22983387523684,0.00029990862405286433,1.0042900689716996,20.652060508728027
22,0.4416659438404544,0.5110190324485302,1.3531800508499146,55002.36474609375,0.42931444377734745,0.0,1.2351500155596897,0.000299794430213186,1.111921989712222,20.655954122543335
23,0.42653090429717094,0.5540434569120407,1.4796887785196304,59232.90185546875,0.4142274363287564,0.0,1.2303468369204422,0.0002996346075389736,0.997925401247781,20.655003547668457
24,0.41888394232453974,0.553359892219305,1.5084589570760727,58792.8916015625,0.4066894897099199,0.0,1.2194452265213276,0.0002994292047137618,1.0455474946005592,20.65142512321472
25,0.4145123275189564,0.5470431707799435,1.4862317144870758,57458.95849609375,0.4023233179388375,0.0,1.2189009518458926,0.00029917828430524096,1.0678891313487087,20.65715765953064
26,0.4037464425481599,0.5432990491390228,1.459081456065178,57552.5302734375,0.39150263112166833,0.0,1.2243811046255046,0.00029888192274619827,0.9417893388148012,20.64673137664795
27,0.38901103776076745,0.5631601437926292,1.5070481449365616,62182.00830078125,0.37697450662481374,0.0,1.203653079682383,0.0002985402103112355,0.9663069371519417,20.656386375427246
28,0.3786239182126933,0.5854463428258896,1.5756773203611374,66585.91259765625,0.36656639699278204,0.0,1.205752300805059,0.00029815325108927063,0.8906767018910112,20.65087914466858
29,0.37942342871222,0.5563155487179756,1.5333510339260101,58628.27734375,0.36731852025821293,0.0,1.2104909769419967,0.0002977211629518312,1.0425466134630401,20.653609037399292
30,0.36944631564206093,0.5477888882160187,1.4651902914047241,57175.79150390625,0.35740082017306624,0.0,1.2045498140927018,0.00029724407751714955,0.8928831743782965,20.65189814567566
31,0.35823558527847815,0.5615099482238293,1.5315648168325424,59159.140625,0.34627152388465815,0.0,1.1964062041249768,0.0002967221401100708,0.8912054588054789,20.654923677444458
32,0.3576328677350077,0.5493849404156208,1.4802755564451218,57006.6318359375,0.3456372664920215,0.0,1.1995603658001999,0.00029615550971778527,0.8972336146338232,20.64794635772705
33,0.35102910214457017,0.5668473280966282,1.5370712131261826,60650.671875,0.3390728196707265,0.0,1.195628388174649,0.0002955443589413994,0.8425691795760187,20.6599383354187
34,0.3452340955364293,0.5870570056140423,1.6035855561494827,61756.06787109375,0.3332742426929803,0.0,1.1959854230798523,0.0002948888739433602,0.8679772173536235,20.647053956985474
35,0.33988078478081474,0.5541401468217373,1.4916462898254395,57172.2109375,0.327976173111077,0.0,1.1904613087917197,0.0002941892543907478,0.8277815801316294,20.656258821487427
36,0.3309921773857084,0.5619270876049995,1.5268660932779312,60748.6884765625,0.3191378365816741,0.0,1.18543400743912,0.0002934457133944553,0.8011213926405742,20.648840188980103
37,0.3274536392298238,0.549816258251667,1.5019198060035706,58638.95654296875,0.31562668547548095,0.0,1.1826953569362904,0.00029265847744427303,0.7734856004345005,20.654685258865356
38,0.32814528459104997,0.5872366838157177,1.6147432029247284,62300.34912109375,0.31632272745000906,0.0,1.1822556966337665,0.00029182778633989753,0.8984408368324411,20.655986070632935
39,0.3234098558795863,0.5703083649277687,1.5648997575044632,60686.328125,0.31160601151400596,0.0,1.1803843276254062,0.0002909538931178862,0.8677990600980562,20.652534246444702
40,0.31474030043544443,0.5625023320317268,1.538212165236473,59571.26806640625,0.3029278760840153,0.0,1.181242638620837,0.00029003706397458023,0.7324174365092968,20.641417264938354
41,0.3105539872214712,0.578801654279232,1.5838248431682587,60176.2900390625,0.29882037305626374,0.0,1.1733614802360535,0.0002890775781850181,0.7902362706332371,20.650697469711304
42,0.3077516072782977,0.575985737144947,1.57736936211586,60201.6201171875,0.2960257437722436,0.0,1.1725863978780549,0.00028807572801786604,0.7712358046194603,20.654356956481934
43,0.3004191391940775,0.5780920423567295,1.5936309844255447,61031.2529296875,0.28869403924407633,0.0,1.1725100525494279,0.0002870318186463901,0.6802507751974566,20.6411395072937
44,0.2996565740683983,0.6054767295718193,1.7086893916130066,61035.970703125,0.28796059612570135,0.0,1.1695978076293552,0.0002859461680554975,0.7666150814500349,20.54171919822693
45,0.3037489015480568,0.567610640078783,1.572973147034645,60105.96728515625,0.29204924404621124,0.0,1.1699658786428386,0.000284819106944875,0.9113389392351282,20.538992881774902
46,0.29912368310936566,0.5807135477662086,1.5997793227434158,63065.0810546875,0.28741960561481017,0.0,1.170407793645201,0.00028365097862825513,0.7760385942870173,20.541876077651978
47,0.28773419738843525,0.5635958090424538,1.5523625314235687,58040.44921875,0.27609906756672364,0.0,1.1635130222501426,0.000282442138928839,0.6639745374178064,20.535761833190918
48,0.28352384577537404,0.5821357518434525,1.5956986993551254,60503.2490234375,0.2712119594216347,0.0,1.2311887782195519,0.00028119295607090933,0.6515216462571045,20.535669565200806
49,0.2814073408472127,0.5684350840747356,1.5668951272964478,59484.25927734375,0.26980740294374267,0.0,1.159993852006978,0.0002799038105676658,0.6915008826502438,20.53680729866028
50,0.2787897928521551,0.5827878750860691,1.620031863451004,61099.85400390625,0.26711726034509725,0.0,1.1672532003501366,0.00027857509510531683,0.6944889148761486,20.536840677261353
51,0.2795760390059701,0.6005010902881622,1.6824368089437485,61368.74853515625,0.2679747214605068,0.0,1.1601319282219327,0.00027720721442346387,0.7666716770879154,20.539709329605103
52,0.28095599084064876,0.5653276182711124,1.536831483244896,57900.00390625,0.2694111353364484,0.0,1.154485672712326,0.0002758005851918136,0.7765823941806267,20.54054021835327
53,0.27393094193318795,0.5772302076220512,1.5855363309383392,62459.96533203125,0.26235459565088665,0.0,1.157634636451458,0.0002743556358832562,0.7120090419876164,20.530616998672485
54,0.270645864564797,0.5735744498670101,1.5738724917173386,58965.77685546875,0.25844535642656785,0.0,1.2200508415699005,0.00027287280664334875,0.6657708744550573,20.549288272857666
55,0.26688234251120996,0.5627826862037182,1.5385360568761826,58295.849609375,0.2553730792012708,0.0,1.1509262898872639,0.0002713525491562421,0.6646156444631773,20.531582832336426
56,0.2649565662803321,0.566237173974514,1.5412235409021378,58142.751953125,0.25349190034743013,0.0,1.1464666775588332,0.0002697953265070939,0.6952080752315193,20.534621953964233
57,0.25904618383481587,0.5929291173815727,1.6475156992673874,59770.078125,0.2476118543538554,0.0,1.143433050862674,0.00026820161304100823,0.5959214177624933,20.544354915618896
58,0.2577878933014541,0.5820121392607689,1.6086077392101288,61456.3974609375,0.24635689371618733,0.0,1.1431001979729225,0.0002665718942185456,0.6234780812057955,20.52862310409546
59,0.25777004530717584,0.5945024602115154,1.6457243710756302,64272.4921875,0.24633471924683142,0.0,1.143532573149122,0.00026490666646784665,0.6322573860143793,20.543630361557007
60,0.25486552740993174,0.5905392020940781,1.6332425624132156,59552.8759765625,0.24349802167251192,0.0,1.1367505984059696,0.0002632064370334158,0.6293254083600538,20.527095079421997
61,0.249668231041267,0.5644190460443497,1.5600754469633102,57348.2763671875,0.23830158314828215,0.0,1.136664896175779,0.00026147172382160914,0.6049540582401999,20.550886869430542
62,0.25117849353058586,0.5970017053186893,1.6598218977451324,61558.86279296875,0.2398457820045537,0.0,1.133271283116834,0.00025970305524287556,0.6730501852158842,20.541177988052368
63,0.24674270687432126,0.5795971639454365,1.6208198070526123,60399.22216796875,0.23543619698491589,0.0,1.1306509766085395,0.00025790097005079764,0.6281676163961147,20.53597068786621
64,0.2466128938670816,0.6036499962210655,1.6881338357925415,63009.03271484375,0.2352276105305244,0.0,1.138528365513374,0.00025606601717798207,0.6419415628087932,20.53468155860901
